,FORMULATING_UNIT,INVESTMENT_EXECUTING_UNIT,UBIGEO,PROVINCE,FUNCTION,TYPE_OF_INVESTMENT,INVESTMENT_NAME,UPDATED_COST,ACCUMULATED_EARNINGS_AS_OF_2021,PIM_2022,AMOUNT_YEAR_2022,AMOUNT_YEAR_2023,AMOUNT_YEAR_2024,AMOUNT_YEAR_2025
204,MUNICIPALIDAD DISTRITAL DE HUANZA,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,150700,HUAROCHIRI,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL  DISTRITO DE SAN MATEO DE OTAO - PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA,500910.0,28000.0,472910.0,472910.0,458257.0,0.0,0.0
205,MUNICIPALIDAD DISTRITAL DE SANGALLAYA,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,150700,HUAROCHIRI,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL  DISTRITO DE SANGALLAYA - PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA,236555.0,0.0,236555.0,236555.0,422098.0,0.0,0.0
206,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,150700,HUAROCHIRI,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE SEGURIDAD CIUDADANA DEL  DISTRITO DE SURCO - PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA,426909.0,0.0,410710.0,410710.0,942777.0,0.0,0.0
207,MUNICIPALIDAD DISTRITAL DE HUANZA,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,150700,HUAROCHIRI,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA EN EL  DISTRITO DE SANTA CRUZ DE COCACHACRA - PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA,633125.0,0.0,610465.0,610465.0,466321.0,0.0,0.0
208,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150000,MULTIPROVINCIAL,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,CREACION DEL SERVICIO DE LIMPIEZA Y DESCOLMATACION DE CAUCES DE LOS RIOS DE LAS 9 PROVINCIAS DEL DEPARTAMENTO DE LIMA,11439900.0,707977.0,1370853.0,1375002.0,4182394.0,3000000.0,2174528.0
209,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE AGRICULTURA,150300,CAJATAMBO,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,INSTALACION DE LA DEFENSA RIBEREÑA DEL RIO RAJANYA (PROGRESIVA KM. 8+730 - 9+230),10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
210,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,150500,CAÑETE,ORDEN PUBLICO Y SEGURIDAD,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS DE ATENCIÓN DE EMERGENCIAS DE LA COMPAÑÍA DE BOMBEROS VIRGEN DEL CARMEN N 183 EN EL DISTRITO DE IMPERIAL,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
211,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150200,BARRANCA,ENERGIA,PROYECTO DE INVERSION,CREACION DEL SERVICIO DE ENERGÍA ELÉCTRICA RURAL EN EL FUNDO CALLEJON DE HUANCHUY LA CAMPIÑA SUPE DEL DISTRITO DE SUPE - PROVINCIA DE BARRANCA - DEPARTAMENTO DE LIMA,368137.0,0.0,0.0,0.0,0.0,368137.0,0.0
212,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO ECONOMICO,150500,CAÑETE,ENERGIA,PROYECTO DE INVERSION,CREACION DEL SERVICIO DE ELECTRIFICACION RURAL EN EL CENTRO POBLADO ASOCIACION DE LAS BRISAS DEL OCEANO PACIFICO CON CON - CAÑETE DEL DISTRITO DE SAN VICENTE DE CAÑETE - PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA,3117501.0,0.0,0.0,259963.0,768941.0,2348560.0,0.0
213,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,TURISMO,PROYECTO DE INVERSION,MEJORAMIENTO DEL CIRCUITO DE PLAYAS PARAISO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
215,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150300,CAJATAMBO,SANEAMIENTO,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
216,MUNICIPALIDAD DISTRITAL DE SUMBILCA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150600,HUARAL,TRANSPORTE,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA LOCALIDAD DE SUMBILCA DEL DISTRITO DE SUMBILCA - PROVINCIA DE HUARAL - DEPARTAMENTO DE LIMA,8949114.0,17000.0,8678059.0,2674535.0,140952.0,0.0,0.0
217,MUNICIPALIDAD DISTRITAL DE HUAURA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,TRANSPORTE,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LAS CALLES,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
218,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150200,BARRANCA,SANEAMIENTO,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SERVICIO DE ALCANTARILLADO EN LAS LOMAS DE SAN GERONIMO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
219,MUNICIPALIDAD DISTRITAL DE COCHAMARCA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150900,OYON,TRANSPORTE,PROYECTO DE INVERSION,MEJORAMIENTO DE CALLES Y VEREDAS DEL CENTRO POBLADO DE YARUCAYA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
220,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO - CAÑETE,GERENCIA REGIONAL DE INFRAESTRUCTURA,150500,CAÑETE,SANEAMIENTO,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DEL CENTRO POBLADO DE SAN JUAN DE CORREVIENTO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
221,MUNICIPALIDAD DISTRITAL DE PARAMONGA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150200,BARRANCA,SANEAMIENTO,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN EL AA.HH. NUEVA ESPERANZA DEL DISTRITO DE PARAMONGA - PROVINCIA DE BARRANCA - DEPARTAMENTO DE LIMA,2041810.0,31832.0,1989979.0,2009979.0,0.0,20000.0,0.0
222,MUNICIPALIDAD DISTRITAL DE PARAMONGA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150200,BARRANCA,TRANSPORTE,PROYECTO DE INVERSION,MEJORAMIENTO DE PISTAS Y VEREDAS DEL INGRESO PRINCIPAL AL AA.HH. LAS DELICIAS,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
224,MUNICIPALIDAD DISTRITAL DE SANTA MARIA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,TRANSPORTE,PROYECTO DE INVERSION,MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA AVENIDA ERICK DIAZ CABREL,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
225,GOBIERNO REGIONAL LIMA,GERENCIA SUB REGIONAL LIMA SUR,150500,CAÑETE,SALUD,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE SALUD DEL CENTRO DE SALUD DE NUEVO IMPERIAL  DISTRITO DE NUEVO IMPERIAL - PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA,679897.0,0.0,0.0,0.0,36799.0,643099.0,0.0
226,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,SALUD,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE SALUD DEL CENTRO DE SALUD  SAN VICENTE  DISTRITO DE SAN VICENTE DE CAÑETE - PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA,6174980.0,0.0,0.0,0.0,0.0,200000.0,2000000.0
227,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,SALUD,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE SALUD DEL PS PUEBLO NUEVO DE CONTA DEL  DISTRITO DE NUEVO IMPERIAL - PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA,847687.0,0.0,0.0,0.0,0.0,100000.0,747688.0
228,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,SALUD,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE SALUD DEL PS TOMAS  DISTRITO DE TOMAS - PROVINCIA DE YAUYOS - DEPARTAMENTO DE LIMA,1101897.0,0.0,0.0,0.0,0.0,100000.0,1001897.0
229,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,SALUD,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE SALUD DEL CENTRO DE SALUD CATAHUASI,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
230,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150900,OYON,SALUD,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE SALUD DEL CENTRO DE SALUD DE OYON DEL DISTRITO DE OYON - PROVINCIA DE OYON - DEPARTAMENTO DE LIMA,50662803.0,33000.0,0.0,0.0,10000.0,5000000.0,5000000.0
231,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,SALUD,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL PUESTO DE SALUD CARAC DEL DISTRITO DE VEINTISIETE DE NOVIEMBRE - PROVINCIA DE HUARAL - DEPARTAMENTO DE LIMA,1620299.0,0.0,0.0,0.0,0.0,100000.0,1520300.0
232,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150500,CAÑETE,SALUD,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL CENTRO DE SALUD CAPILLA DE ASIA  DISTRITO DE ASIA - PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA,24161030.0,0.0,0.0,0.0,10000.0,5000000.0,5000000.0
233,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA IEI 504 DEL CP SANTA MARIA ALTA DEL DISTRITO DE NUEVO IMPERIAL - PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA,3020189.0,0.0,0.0,0.0,0.0,100000.0,2920189.0
234,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL INICIAL DE LA INSTITUCION EDUCATIVA Nº 362 EN EL C.P. DE CAJAMARQUILLA DEL DISTRITO DE HUANCAPON - PROVINCIA DE CAJATAMBO - DEPARTAMENTO DE LIMA,5848576.0,0.0,0.0,0.0,0.0,200000.0,2000000.0
235,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN INICIAL DE LA INSTITUCIÓN EDUCATIVA N° 602 DEL CENTRO POBLADO COCHAHUASI-PLAYA HERMOSA (COCHAHUASI) DEL DISTRITO DE SAN VICENTE DE CAÑETE - PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA,1473826.0,0.0,0.0,0.0,0.0,100000.0,1373827.0
236,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO SOCIAL,150800,HUAURA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS EN LA INSTITUCION EDUCATIVA Nº 324 SANTISIMA NIÑA MARIA  DISTRITO DE HUACHO - PROVINCIA DE HUAURA - DEPARTAMENTO DE LIMA,7245590.0,0.0,0.0,0.0,500000.0,3500000.0,3245591.0
237,GOBIERNO REGIONAL LIMA,GERENCIA SUB REGIONAL LIMA SUR,151000,YAUYOS,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS DE EDUCACION DE NIVEL INICIAL EN LA IEI 422 DEL CP  SAN PEDRO DE CUSI,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
238,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA IE N° 506-5 CUNA JARDIN NIÑO JESUS DEL CENTRO POBLADO EL OLIVAR DEL DISTRITO DE SANTA ROSA DE QUIVES - PROVINCIA DE CANTA - DEPARTAMENTO DE LIMA,3071679.0,0.0,0.0,0.0,0.0,100000.0,2971679.0
239,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL INICIAL DE LA INSTITUCIÓN EDUCATIVA N° 20799 DANIEL ALCIDES CARRION  DISTRITO DE CHANCAY - PROVINCIA DE HUARAL - DEPARTAMENTO DE LIMA,4227513.0,0.0,0.0,0.0,0.0,200000.0,2000000.0
240,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DEL NIVEL INICIAL DE LA I.E. N° 322 NUESTRA SEÑORA DEL PERPETUO SOCORRO  DISTRITO DE BARRANCA - PROVINCIA DE BARRANCA - DEPARTAMENTO DE LIMA,8012829.0,0.0,0.0,0.0,0.0,200000.0,2000000.0
241,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA IE 20191 ALFONSO UGARTE  DISTRITO DE SAN VICENTE DE CAÑETE - PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA,2029101.0,0.0,0.0,0.0,0.0,100000.0,1929102.0
242,GOBIERNO REGIONAL LIMA,DIRECCION REGIONAL DE TRANSPORTE Y COMUNICACIONES,150300,CAJATAMBO,TRANSPORTE,PROYECTO DE INVERSION,CONSTRUCCION DE LA CARRETERA CAHUA LAS LOMAS,2062480.0,2026480.0,36000.0,2317601.0,0.0,0.0,0.0
243,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA IEI N° 451 HERBAY BAJO EN EL CP HERBAY BAJO DEL DISTRITO DE SAN VICENTE DE CAÑETE - PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA,1185667.0,0.0,0.0,0.0,0.0,100000.0,1085668.0
244,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL INICIAL DE LA IE N°329  DISTRITO DE CALETA DE CARQUIN - PROVINCIA DE HUAURA - DEPARTAMENTO DE LIMA,3169298.0,0.0,0.0,0.0,0.0,100000.0,3069298.0
245,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LA IE N° 624  DEL ANEXO CLARITA,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
246,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO EDUCATIVO  EN LA IEI N° 612 EN EL CP HACIENDA PALO  DISTRITO DE SAN VICENTE DE CAÑETE - PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA,1463063.0,0.0,0.0,0.0,0.0,100000.0,1363064.0
247,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL INICIAL DE LA I.E. N° 025 EN EL DISTRITO DE CAJATAMBO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
248,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150800,HUAURA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION SERVICIO DE EDUCACIÓN INICIAL EN LA I.E. ESTRELLITA DEL SABER EN EL SECTOR AGUA DULCE DEL DISTRITO DE HUACHO,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
249,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL INICIAL DE LA I.E. N°086 DIVINO NIÑO JESUS,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
250,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO EDUCATIVO  DE LA IEI 034 SANTA ROSA EN EL CP HUALCARA  DISTRITO DE SAN VICENTE DE CAÑETE - PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA,2022896.0,0.0,0.0,0.0,0.0,100000.0,1922896.0
251,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE INFRAESTRUCTURA,150600,HUARAL,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS EN LA INSTITUCION EDUCATIVA INICIAL N° 373 NUESTRA SEÑORA DE LA VICTORIA -  DISTRITO DE HUARAL - PROVINCIA DE HUARAL - DEPARTAMENTO DE LIMA,4560245.0,0.0,0.0,0.0,10000.0,4550246.0,0.0
252,GOBIERNO REGIONAL LIMA,GERENCIA SUB REGIONAL LIMA SUR,150500,CAÑETE,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA IEP 20182 ABRAHAM VALDELOMAR  DISTRITO DE SAN LUIS - PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA,4311077.0,0.0,131352.0,138934.0,4179726.0,0.0,0.0
253,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA IEP N° 20187 JOSE HIPOLITO UNANUE PAVON DEL CP HERBAY BAJO  DISTRITO DE SAN VICENTE DE CAÑETE - PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA,6592519.0,0.0,0.0,0.0,0.0,200000.0,2000000.0
254,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LA IEP 20190 REPUBLICA DE CHILE,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
255,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO  EDUCATIVO EN LA IE N° 21628 DEL ANEXO CLARITA  DISTRITO DE SAN VICENTE DE CAÑETE - PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA,3774547.0,0.0,0.0,0.0,0.0,100000.0,3674548.0
256,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO SOCIAL,150200,BARRANCA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DE LOS SERVICIOS DE NIVEL PRIMARIA EN LA IE Nº 20524  DISTRITO DE SUPE PUERTO - PROVINCIA DE BARRANCA - DEPARTAMENTO DE LIMA,4506234.0,0.0,0.0,0.0,200000.0,4306234.0,0.0
257,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LA IE N° 21533 EN EL CP HACIENDA PALO  DISTRITO DE SAN VICENTE DE CAÑETE - PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA,2551630.0,0.0,0.0,0.0,0.0,100000.0,2451631.0
258,GOBIERNO REGIONAL LIMA,GERENCIA REGIONAL DE DESARROLLO SOCIAL,150800,HUAURA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LA IE Nº 20096 DEL CENTRO POBLADO AYNACA DEL DISTRITO DE AMBAR - PROVINCIA DE HUAURA - DEPARTAMENTO DE LIMA,2895546.0,0.0,0.0,0.0,150000.0,2745546.0,0.0
259,GOBIERNO REGIONAL LIMA,SIN UEI,150000,SIN PROVINCIA,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS DEL NIVEL INICIAL,10227849.962406015,2823768.7218045113,909659.7293233082,825422.6842105263,1065005.5714285714,1450749.4436090225,1517121.0
260,GOBIERNO REGIONAL LIMA,GERENCIA SUB REGIONAL LIMA SUR,150500,CAÑETE,EDUCACION,PROYECTO DE INVERSION,MEJORAMIENTO DEL SERVICIO EDUCATIVO  EN LA INSTITUCION EDUCATIVA  PUBLICA  N° 20193  DISTRITO DE SAN VICENTE DE CAÑETE - PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA,5337828.0,0.0,0.0,140302.0,5127833.0,209996.0,0.0
